年月,港口別,總計,進港,出港,進口實櫃,進口空櫃,出口實櫃,出口空櫃,轉口實櫃,轉口空櫃,國內貨櫃實櫃,國內貨櫃空櫃
201505,基隆港,130793.5,67375.75,63417.75,59142,7010.75,45694.25,16396.5,2016,534,0,0
201505,臺中港,129483,63748,65735,43587,17556,60095,3177,5045,23,0,0
201505,高雄港,886195.5,437921,448274.5,137547.5,85835.5,195897.25,45676,420974.25,265,0,0
201505,花蓮港,0,0,0,0,0,0,0,0,0,0,0
201505,臺北港,130289.5,63806.25,66483.25,33693,9780,31874.5,13440,41502,0,0,0
201505,蘇澳港,0,0,0,0,0,0,0,0,0,0,0
201505,安平港,0,0,0,0,0,0,0,0,0,0,0
201506,國際商港,1196095.25,596067.25,600028,268629.75,105327.5,300567.75,73982.5,446469.75,1118,0,0
201506,基隆港,118029.5,61858,56171.5,55895.25,4860.75,38651.75,16359.75,1685,577,0,0
201506,臺中港,122289,60704,61585,42432,15110,54704,3530,6409,104,0,0
201506,高雄港,841318.25,415833.25,425485,138855.5,78583,179486.5,43718.25,400238,437,0,0
201506,花蓮港,0,0,0,0,0,0,0,0,0,0,0
201506,臺北港,114458.5,57672,56786.5,31447,6773.75,27725.5,10374.5,38137.75,0,0,0
201506,蘇澳港,0,0,0,0,0,0,0,0,0,0,0
201506,安平港,0,0,0,0,0,0,0,0,0,0,0
201507,國際商港,1216682.5,604640.5,612042,265296.5,119752.25,307209.5,78244.75,444974.5,1205,0,0
201507,基隆港,122769.5,63998.75,58770.75,58139.75,4216,39614.75,17582,2884,333,0,0
201507,臺中港,121274,59782,61492,41377,16085,55262,3986,4532,32,0,0
201507,高雄港,853249,422560,430689,137102,91182,184047.75,47337.5,392739.75,840,0,0
201507,花蓮港,0,0,0,0,0,0,0,0,0,0,0
201507,臺北港,119390,58299.75,61090.25,28677.75,8269.25,28285,9339.25,44818.75,0,0,0
201507,蘇澳港,0,0,0,0,0,0,0,0,0,0,0
201507,安平港,0,0,0,0,0,0,0,0,0,0,0
201508,國際商港,1202740,605257.5,597482.5,255909.75,117518.25,302496.25,75000.5,450892.25,923,0,0
201508,基隆港,119114,60823,58291,55222.25,4170.75,39436.25,17344.75,2434,506,0,0
201508,臺中港,114865,54975,59890,39336,13077,55029,2692,4726,5,0,0
201508,高雄港,865886.5,435477.75,430408.75,130642.5,95784,181360.75,49878.75,407808.5,412,0,0
201508,花蓮港,0,0,0,0,0,0,0,0,0,0,0
201508,臺北港,102874.5,53981.75,48892.75,30709,4486.5,26670.25,5085,35923.75,0,0,0
201508,蘇澳港,0,0,0,0,0,0,0,0,0,0,0
201508,安平港,0,0,0,0,0,0,0,0,0,0,0
201509,國際商港,1167061.5,584928.75,582132.75,248968.5,116610.75,287082,66628.5,446298.75,1473,0,0
201509,基隆港,112251.5,60295,51956.5,54319.5,4648.5,35129.75,15479.75,1739,935,0,0
201509,臺中港,106063,51817,54246,35852,14009,49795,2779,3614,14,0,0
201509,高雄港,840149.5,416414,423735.5,130017.25,91567.25,175843.25,42395.25,399802.5,524,0,0
201509,花蓮港,0,0,0,0,0,0,0,0,0,0,0
201509,臺北港,108597.5,56402.75,52194.75,28779.75,6386,26314,5974.5,41143.25,0,0,0
201509,蘇澳港,0,0,0,0,0,0,0,0,0,0,0
201509,安平港,0,0,0,0,0,0,0,0,0,0,0
201510,國際商港,1207070.25,605152,601918.25,247585.5,133838.25,311930.25,70612.25,442381,723,0,0
201510,基隆港,122046.75,63548.5,58498.25,54688,7168.5,40682,16414.25,2533,561,0,0
201510,臺中港,120022,56084,63938,37215,16531,60167,1700,4398,11,0,0
201510,高雄港,867698.5,437267.5,430431,128897,106612.5,184706.75,47528.5,399802.75,151,0,0
201510,花蓮港,0,0,0,0,0,0,0,0,0,0,0
201510,臺北港,97303,48252,49051,26785.5,3526.25,26374.5,4969.5,35647.25,0,0,0
201510,蘇澳港,0,0,0,0,0,0,0,0,0,0,0
201510,安平港,0,0,0,0,0,0,0,0,0,0,0
201511,國際商港,1200475.5,607740.5,592735,253446,129074.25,296850.5,73832.25,446469.5,803,0,0
201511,基隆港,117094,61143.75,55950.25,54085,5907.75,37456,17141.25,1856,648,0,0
201511,臺中港,117823,57164,60659,36641,18441,56184,2804,3740,13,0,0
201511,高雄港,852933,430251.75,422681.25,133265.5,96936.25,177303.5,47133,398152.75,142,0,0
201511,花蓮港,0,0,0,0,0,0,0,0,0,0,0
201511,臺北港,112625.5,59181,53444.5,29454.5,7789.25,25907,6754,42720.75,0,0,0
201511,蘇澳港,0,0,0,0,0,0,0,0,0,0,0
201511,安平港,0,0,0,0,0,0,0,0,0,0,0
201512,國際商港,1231378,620795.5,610582.5,263082.25,128984.25,305476.25,71966.5,460972.75,896,0,0
201512,基隆港,123414,67986.75,55427.25,59258.5,7146.25,37818.75,16239.5,2557,394,0,0
201512,臺中港,119007,58443,60564,37452,18347,56208,2092,4872,36,0,0
201512,高雄港,874368.25,437623.5,436744.75,138654.75,95386.5,184259,44294,411308,466,0,0
201512,花蓮港,0,0,0,0,0,0,0,0,0,0,0
201512,臺北港,114588.75,56742.25,57846.5,27717,8104.5,27190.5,9341,42235.75,0,0,0
201512,蘇澳港,0,0,0,0,0,0,0,0,0,0,0
201512,安平港,0,0,0,0,0,0,0,0,0,0,0
201601,國際商港,1199077.5,601909,597168.5,258559,119329.75,300335.25,71298.5,439367.25,1037.25,6248.5,2902
201601,基隆港,117155.5,63941.75,53213.75,56912.75,6163,35738.25,16125,1604,545,65.5,2
201601,臺中港,125775,63155,62620,40398,18996,56914,2377,4297,17,1544,1232
201601,高雄港,842804,419110.5,423693.5,134381.75,85519.75,180924.5,44546.5,392488.25,475.25,2800,1668
201601,花蓮港,0,0,0,0,0,0,0,0,0,0,0
201601,臺北港,113343,55701.75,57641.25,26866.5,8651,26758.5,8250,40978,0,1839,0
201601,蘇澳港,0,0,0,0,0,0,0,0,0,0,0
201601,安平港,0,0,0,0,0,0,0,0,0,0,0
201602,國際商港,995137,504130,491007,188406.25,108152.25,241936.5,40245,409729.75,414.75,4141.5,2111
201602,基隆港,83805.25,45249,38556.25,37017,7275,27805.75,10119,1377,162,49.5,0
201602,臺中港,91268,42907,48361,26231,13899,43836,1552,4132,24,988,606
201602,高雄港,715425.75,361539.75,353886,102806,77034.25,146179.5,24281,361165.25,228.75,2226,1505
201602,花蓮港,0,0,0,0,0,0,0,0,0,0,0
201602,臺北港,104577,54434.25,50142.75,22352.25,9944,24115.25,4293,43055.5,0,817,0
201602,蘇澳港,0,0,0,0,0,0,0,0,0,0,0
201602,安平港,61,0,61,0,0,0,0,0,0,61,0
201603,國際商港,1244206.5,615996.75,628209.75,257565.75,117446.25,322509.75,63534.25,472808.5,549,6607,3186
201603,基隆港,118945.5,65102.75,53842.75,56008.75,7880,38600.75,13510,2543,334,69,0
201603,臺中港,129832,61451,68381,38621,19178,61198,3576,4694,29,1587,949
201603,高雄港,872839.5,428404,444435.5,135108.25,80121.25,192223.5,39003.5,420856,186,3104,2237
201603,花蓮港,0,0,0,0,0,0,0,0,0,0,0
201603,臺北港,122343.5,61039,61304.5,27827.75,10267,30487.5,7444.75,44715.5,0,1601,0
201603,蘇澳港,0,0,0,0,0,0,0,0,0,0,0
201603,安平港,246,0,246,0,0,0,0,0,0,246,0
201604,國際商港,1273833.5,633865.5,639968,260734.5,122297.5,316559.5,70776.75,493600.25,459,6310,3096
201604,基隆港,121520.5,66594.5,54926,57352,8141.5,38430,15341,2022,134,100,0
201604,臺中港,132154,62780,69374,38569,19555,62290,2778,6192,27,1630,1113
201604,高雄港,884486.5,441514,442972.5,135475.25,86508.25,184393.75,39053.25,433946,298,2829,1983
201604,花蓮港,0,0,0,0,0,0,0,0,0,0,0
201604,臺北港,135473.5,62977,72496.5,29338.25,8092.75,31445.75,13604.5,51440.25,0,1552,0
201604,蘇澳港,0,0,0,0,0,0,0,0,0,0,0
201604,安平港,199,0,199,0,0,0,0,0,0,199,0
201605,國際商港,1264248.75,640213,624035.75,269779.75,124041.75,318025,63329.25,478764,323,6480,3506
201605,基隆港,122070.75,67709.75,54361,60616.75,5827.25,37073.75,16236.25,2121.75,101,94,0
201605,臺中港,127248,61554,65694,40372,17956,59046,3122,3915,33,1645,1159
201605,高雄港,898491.75,451742.75,446749,140542,93142.75,189844.75,40019.75,429395.5,189,3011,2347
201605,花蓮港,0,0,0,0,0,0,0,0,0,0,0
201605,臺北港,116275.25,59206.5,57068.75,28249,7115.75,32060.5,3951.25,43331.75,0,1567,0
201605,蘇澳港,0,0,0,0,0,0,0,0,0,0,0
201605,安平港,163,0,163,0,0,0,0,0,0,163,0
201606,國際商港,1251339.25,628684.25,622655,268385.25,118643,308196.75,67161.75,479419.5,961,5518,3054
201606,基隆港,121442.5,66151.75,55290.75,59109.75,5979,36947.5,17101.25,1808,466,31,0
201606,臺中港,125558,61850,63708,41043,16671,56340,3004,5619,20,1615,1246
201606,高雄港,887245,443866.25,443378.75,139240.5,89529.75,184422.75,41608,427740,475,2421,1808
201606,花蓮港,0,0,0,0,0,0,0,0,0,0,0
201606,臺北港,117025.75,56816.25,60209.5,28992,6463.25,30486.5,5448.5,44252.5,0,1383,0
201606,蘇澳港,0,0,0,0,0,0,0,0,0,0,0
201606,安平港,68,0,68,0,0,0,0,0,0,68,0
201607,國際商港,1255789.5,617873.25,637916.25,256078,119318.75,317786,78094,474282.75,1049,5938,3243
201607,基隆港,117192,61504.25,55687.75,53864.25,6473,36487.75,17972,1701,671,23,0
201607,臺中港,132561,61888,70673,40554,17793,63886,3078,3941,72,1728,1509
201607,高雄港,885132.5,438970.75,446161.75,134131.75,89577.5,184243.75,50196,422536.5,306,2407,1734
201607,花蓮港,0,0,0,0,0,0,0,0,0,0,0
201607,臺北港,120865,55510.25,65354.75,27528,5475.25,33168.5,6848,46104.25,0,1741,0
201607,蘇澳港,0,0,0,0,0,0,0,0,0,0,0
201607,安平港,39,0,39,0,0,0,0,0,0,39,0
201608,國際商港,1263205.5,625528,637677.5,267139.5,116125.25,315586.5,75911.5,478743.75,435,6055,3209
201608,基隆港,119021,63969.5,55051.5,57575.5,5617,35383.25,18950.25,1345,135,15,0
201608,臺中港,130561,62930,67631,41220,18272,60198,4141,3595,28,1772,1335
201608,高雄港,890064.5,438023,452041.5,140655.25,84555.25,188385,44976.25,426830.75,272,2516,1874
201608,花蓮港,0,0,0,0,0,0,0,0,0,0,0
201608,臺北港,123501,60605.5,62895.5,27688.75,7681,31620.25,7844,46973,0,1694,0
201608,蘇澳港,0,0,0,0,0,0,0,0,0,0,0
201608,安平港,58,0,58,0,0,0,0,0,0,58,0
201609,國際商港,1153756.5,587618.25,566138.25,237968.75,115942.5,274955,66856.5,449884.75,208,5162,2779
201609,基隆港,99367,55955,43412,49028.25,5349.75,29716.75,13008.25,2258,0,6,0
201609,臺中港,116205,56514,59691,39113,14411,53459,2937,3930,33,1329,993
201609,高雄港,803060.75,409240.5,393820.25,125137.5,81744.5,163408.75,36483.75,392079.25,175,2319,1713
201609,花蓮港,0,0,0,0,0,0,0,0,0,0,0
201609,臺北港,135123.75,65908.75,69215,24690,14437.25,28370.5,14427.5,51617.5,0,1508,73
201609,蘇澳港,0,0,0,0,0,0,0,0,0,0,0
201609,安平港,0,0,0,0,0,0,0,0,0,0,0
201610,國際商港,1320316.75,663128,657188.75,268720.25,127192.75,330914,68253.5,515332.75,731.5,5971,3201
201610,基隆港,113840.5,60300.75,53539.75,54718,4721.75,36588.75,15347,2355,101,9,0
201610,臺中港,143039,68237,74802,45728,18134,67137,3466,5510,26,1786,1252
201610,高雄港,929778,470225,459553,140524.25,94521.25,193715,41554,454462,604.5,2511,1886
201610,花蓮港,0,0,0,0,0,0,0,0,0,0,0
201610,臺北港,133659.25,64365.25,69294,27750,9815.75,33473.25,7886.5,53005.75,0,1665,63
201610,蘇澳港,0,0,0,0,0,0,0,0,0,0,0
201610,安平港,0,0,0,0,0,0,0,0,0,0,0
201611,國際商港,1299579,649041.75,650537.25,282093.5,109879.75,318316,72317.25,507502.5,410,5860,3200
201611,基隆港,122132,65866.75,56265.25,58128.5,6719.25,35145.5,19911.75,2216,1,10,0
201611,臺中港,136273,66249,70024,45280,16714,62189,4225,4818,8,1733,1306
201611,高雄港,918235,457123,461112,150135.25,79050,189098.5,40156.25,454892,401,2677,1825
201611,花蓮港,0,0,0,0,0,0,0,0,0,0,0
201611,臺北港,122939,59803,63136,28549.75,7396.5,31883,8024.25,45576.5,0,1440,69
201611,蘇澳港,0,0,0,0,0,0,0,0,0,0,0
201611,安平港,0,0,0,0,0,0,0,0,0,0,0
201612,國際商港,1345650.25,674971.5,670678.75,301803.75,119583.25,331367,81526.75,500150.5,833,6758,3628
201612,基隆港,131612.25,69974,61638.25,61204.5,7108.5,37312.5,23005.75,2517,444,20,0
201612,臺中港,144537,70431,74106,49454,16914,65497,4563,4500,34,1930,1645
201612,高雄港,937296.75,469552.5,467744.25,159137.75,87476.75,195732,46420.75,443425.5,355,2859,1890
201612,花蓮港,0,0,0,0,0,0,0,0,0,0,0
201612,臺北港,132204.25,65014,67190.25,32007.5,8084,32825.5,7537.25,49708,0,1949,93
201612,蘇澳港,0,0,0,0,0,0,0,0,0,0,0
201612,安平港,0,0,0,0,0,0,0,0,0,0,0
201701,國際商港,1268892.75,638233.5,630659.25,278465.75,105963.5,305448.25,76197,493695.75,556.5,5421,3145
201701,基隆港,111158.5,57686,53472.5,52507.5,4477.5,29667,22941.5,1555,0,10,0
201701,臺中港,135848,68503,67345,46030,18158,59321,4205,5685,53,1268,1128
201701,高雄港,887854,444345.25,443508.75,148367.5,72824,181740.5,41521,438169.5,503.5,2789,1939
201701,花蓮港,0,0,0,0,0,0,0,0,0,0,0
201701,臺北港,134032.25,67699.25,66333,31560.75,10504,34719.75,7529.5,48286.25,0,1354,78
201701,蘇澳港,0,0,0,0,0,0,0,0,0,0,0
201701,安平港,0,0,0,0,0,0,0,0,0,0,0
201702,國際商港,1130224.75,554864.5,575360.25,236421,101661.75,285456,62681.5,436459.5,158,4791,2596
201702,基隆港,95547,50515.75,45031.25,44473.75,5365,31275,13247.25,1180,0,6,0
201702,臺中港,117777,54935,62842,37272,14676,57653,2291,3637,36,1221,991
201702,高雄港,792942.25,389501.75,403440.5,128278.25,72678.25,166918,38665,382453.75,122,2241,1586
201702,花蓮港,0,0,0,0,0,0,0,0,0,0,0
201702,臺北港,123958.5,59912,64046.5,26397,8942.5,29610,8478.25,49188.75,0,1323,19
201702,蘇澳港,0,0,0,0,0,0,0,0,0,0,0
201702,安平港,0,0,0,0,0,0,0,0,0,0,0
201703,國際商港,1332725,664721,668004,299790.5,98629.75,331353.25,71835.75,520762.75,149,6319,3885
201703,基隆港,121247.25,66884.25,54363,60970.25,4406,35536.75,17379.25,2947,1,7,0
201703,臺中港,141605,69266,72339,49324,15798,64753,3342,5077,18,1744,1549
201703,高雄港,935696.5,463852.25,471844.25,156575.25,70643.25,194043.5,44411.75,464408.75,130,3230,2254
201703,花蓮港,0,0,0,0,0,0,0,0,0,0,0
201703,臺北港,134176.25,64718.5,69457.75,32921,7782.5,37020,6702.75,48330,0,1338,82
201703,蘇澳港,0,0,0,0,0,0,0,0,0,0,0
201703,安平港,0,0,0,0,0,0,0,0,0,0,0
201704,國際商港,1223969,606674.75,617294.25,278249.5,92909.25,311784.75,66313.25,463714.5,608.75,6389,4000
201704,基隆港,117988.5,63401.75,54586.75,58197,4080.75,35319,18100.75,2278,4,9,0
201704,臺中港,136622,65016,71606,46967,13901,65223,2622,4877,47,1788,1197
201704,高雄港,844225.5,417752,426473.5,141435,66199.25,175134.75,38216,416923.75,557.75,3095,2664
201704,花蓮港,0,0,0,0,0,0,0,0,0,0,0
201704,臺北港,125133,60505,64628,31650.5,8728.25,36108,7374.5,39635.75,0,1497,139
201704,蘇澳港,0,0,0,0,0,0,0,0,0,0,0
201704,安平港,0,0,0,0,0,0,0,0,0,0,0
201705,國際商港,1276023.25,633416.25,642607,289847.5,117088.75,344779.5,66388,446188.5,798,6916,4017
201705,基隆港,123734.75,66837.25,56897.5,61303.75,4319.5,36361,19357.5,2338,44,11,0
201705,臺中港,140885,68093,72792,48271,14980,66202,2241,5858,12,1802,1519
201705,高雄港,878065.75,433546.25,444519.5,147398.75,87405.75,200674.5,37393.25,398620.5,742,3469,2362
201705,花蓮港,0,0,0,0,0,0,0,0,0,0,0
201705,臺北港,133337.75,64939.75,68398,32874,10383.5,41542,7396.25,39372,0,1634,136
201705,蘇澳港,0,0,0,0,0,0,0,0,0,0,0
201705,安平港,0,0,0,0,0,0,0,0,0,0,0
201706,國際商港,1223549.5,608891.5,614658,286615.5,108801.75,323360.75,74620.5,419656,172,6289,4034
201706,基隆港,121669.5,64797,56872.5,59197.5,4117.5,36179,19217.5,2930,22,6,0
201706,臺中港,134291,64019,70272,47063,12566,63859,2051,5332,12,1891,1517
201706,高雄港,840554.75,420303.5,420251.25,147218.5,84294.5,185596.5,44511.25,373506,138,2945,2345
201706,花蓮港,0,0,0,0,0,0,0,0,0,0,0
201706,臺北港,127034.25,59772,67262.25,33136.5,7823.75,37726.25,8840.75,37888,0,1447,172
201706,蘇澳港,0,0,0,0,0,0,0,0,0,0,0
201706,安平港,0,0,0,0,0,0,0,0,0,0,0
201707,國際商港,1180396,584395,596001,268028.25,111733,328050.5,65308.75,395191.5,1533,6593,3958
201707,基隆港,117996.25,61970.25,56026,55384.5,4532.75,37706.75,16358.25,2569,1440,5,0
201707,臺中港,136120,64324,71796,44116,15679,66049,1886,4932,13,1876,1569
201707,高雄港,801508.75,397534.5,403974.25,134158.25,84313.5,184407.25,39736.75,353647,80,2807,2359
201707,花蓮港,0,0,0,0,0,0,0,0,0,0,0
201707,臺北港,124771,60566.25,64204.75,34369.5,7207.75,39887.5,7327.75,34043.5,0,1905,30
201707,蘇澳港,0,0,0,0,0,0,0,0,0,0,0
201707,安平港,0,0,0,0,0,0,0,0,0,0,0
201708,國際商港,1254177.75,623945.75,630232,286885.5,120330.5,345231.5,61611.25,430268,128,6199,3524
201708,基隆港,120573.25,65636.5,54936.75,59615.5,5091,37527.75,16636,1694,0,9,0
201708,臺中港,144680,70147,74533,47683,18944,68276,2064,4298,11,1945,1459
201708,高雄港,866780.25,429309.5,437470.75,146303.25,89480,201124.5,37238,387928.5,117,2688,1901
201708,花蓮港,0,0,0,0,0,0,0,0,0,0,0
201708,臺北港,122144.25,58852.75,63291.5,33283.75,6815.5,38303.25,5673.25,36347.5,0,1557,164
201708,蘇澳港,0,0,0,0,0,0,0,0,0,0,0
201708,安平港,0,0,0,0,0,0,0,0,0,0,0
201709,國際商港,1219313.25,614469.75,604843.5,280496,119629,332226,61940.25,414086,833,7022,3081
201709,基隆港,119461.75,64125.75,55336,58197.75,5384,39016,15381,1070,396,17,0
201709,臺中港,132902,65056,67846,44356,17834,63720,1278,2648,17,1818,1231
201709,高雄港,832340.75,421026,411314.75,141380.75,87511.25,185837.75,38127,374091,420,3276,1697
201709,花蓮港,0,0,0,0,0,0,0,0,0,0,0
201709,臺北港,134608.75,64262,70346.75,36561.5,8899.75,43652.25,7154.25,36277,0,1911,153
201709,蘇澳港,0,0,0,0,0,0,0,0,0,0,0
201709,安平港,0,0,0,0,0,0,0,0,0,0,0
201710,國際商港,1199248.5,604596,594652.5,271112.5,120423.5,331964.75,50891.5,415604.25,144,6224,2884
201710,基隆港,114594.5,63672,50922.5,55243.5,7841.5,38766.5,11742,994,0,7,0
201710,臺中港,139813,67478,72335,44821,19544,67766,1518,3364,16,1805,979
201710,高雄港,828788,417240,411548,138868,85307.75,187753,31789.5,380425.75,128,2665,1851
201710,花蓮港,0,0,0,0,0,0,0,0,0,0,0
201710,臺北港,116053,56206,59847,32180,7730.25,37679.25,5842,30820.5,0,1747,54
201710,蘇澳港,0,0,0,0,0,0,0,0,0,0,0
201710,安平港,0,0,0,0,0,0,0,0,0,0,0
201711,國際商港,1273217.5,640032,633185.5,298289.5,119730.25,346662.5,66817.25,430887,381,6939,3511
201711,基隆港,127474.25,68529.25,58945,62239.5,5384.75,41017,17242,1583,0,8,0
201711,臺中港,143427,69758,73669,49520,16765,68202,2437,3073,19,2040,1371
201711,高雄港,860840.25,431478,429362.25,148670.5,85771.5,193566.5,39464.25,387816.5,362,3086,2103
201711,花蓮港,0,0,0,0,0,0,0,0,0,0,0
201711,臺北港,141476,70266.75,71209.25,37859.5,11809,43877,7674,38414.5,0,1805,37
201711,蘇澳港,0,0,0,0,0,0,0,0,0,0,0
201711,安平港,0,0,0,0,0,0,0,0,0,0,0
201712,國際商港,1330015.25,682847,647168.25,327405.25,127278,354790,65819.25,442685.25,701.5,7101,4235
201712,基隆港,126882.25,71487,55395.25,64548.25,6193.75,38727.5,15848.75,1172,383,9,0
201712,臺中港,156693,79563,77130,58618,17419,70571,3256,3248,11,1982,1588
201712,高雄港,901421.25,460931,440490.25,163430,92217.5,199514,37988.5,402327.75,307.5,3034,2602
201712,花蓮港,0,0,0,0,0,0,0,0,0,0,0
201712,臺北港,145018.75,70866,74152.75,40809,11447.75,45977.5,8726,35937.5,0,2076,45
201712,蘇澳港,0,0,0,0,0,0,0,0,0,0,0
201712,安平港,0,0,0,0,0,0,0,0,0,0,0
201801,國際商港,1324283.5,657579.75,666703.75,321456.5,115560.75,358522.25,82082.75,434866.25,251,7541,4003
201801,基隆港,127670.75,67107.5,60563.25,61961.75,3383.75,39811,19099.25,3307,102,6,0
201801,臺中港,144097.5,70180.75,73916.75,51095.25,16254.5,67530.5,3567.25,2020,14,2071,1545
201801,高雄港,900411.25,447083.5,453327.75,167433.5,82657,203267.25,48664.25,392397.25,135,3435,2422
201801,花蓮港,0,0,0,0,0,0,0,0,0,0,0
201801,臺北港,152104,73208,78896,40966,13265.5,47913.5,10752,37142,0,2029,36
201801,蘇澳港,0,0,0,0,0,0,0,0,0,0,0
201801,安平港,0,0,0,0,0,0,0,0,0,0,0
201802,國際商港,1080473.75,543190.75,537283,242454.5,109866.25,275369.5,65658.75,381183.75,412,3591,1938
201802,基隆港,99206.5,54749,44457.5,47878.5,6410.5,29013.5,15015,678,202,9,0
201802,臺中港,108537.25,54065,54472.25,39238.75,13259.25,48625,4591.25,1501,15,823,484
201802,高雄港,750452,374697.25,375754.75,124267.75,79446.5,161716.5,37839.5,343376.75,195,2156,1454
201802,花蓮港,0,0,0,0,0,0,0,0,0,0,0
201802,臺北港,122278,59679.5,62598.5,31069.5,10750,36014.5,8213,35628,0,603,0
201802,蘇澳港,0,0,0,0,0,0,0,0,0,0,0
201802,安平港,0,0,0,0,0,0,0,0,0,0,0
201803,國際商港,1322762.25,659946,662816.25,310931.25,116822.75,363968.5,69299.5,450122.25,204,7116,4298
201803,基隆港,119784,64637.75,55146.25,56632.75,7229,39373.25,15238,1302,0,9,0
201803,臺中港,149447.75,68631.75,80816,49738,16317.75,73742,4316,1866,18,1871,1579
201803,高雄港,910560.5,458975.25,451585.25,165195.5,84274,202994.75,42717.5,409286.75,186,3187,2719
201803,花蓮港,0,0,0,0,0,0,0,0,0,0,0
201803,臺北港,142970,67701.25,75268.75,39365,9002,47858.5,7028,37667.5,0,2049,0
201803,蘇澳港,0,0,0,0,0,0,0,0,0,0,0
201803,安平港,0,0,0,0,0,0,0,0,0,0,0
201804,國際商港,1246022.5,639154.75,606867.75,303340.75,110012,331307.25,60073.5,429542,325,6612,4810
201804,基隆港,116861.5,63858.25,53003.25,60019.5,3154.75,37375.75,15153.5,1150,0,8,0
201804,臺中港,144353.75,71875.25,72478.5,49212.75,19183.5,67040.5,1941,3705,21,1688,1562
201804,高雄港,852627.5,439451.5,413176,159476.5,76910.75,182969,37525.5,388413.75,304,3780,3248
201804,花蓮港,0,0,0,0,0,0,0,0,0,0,0
201804,臺北港,132179.75,63969.75,68210,34632,10763,43922,5453.5,36273.25,0,1136,0
201804,蘇澳港,0,0,0,0,0,0,0,0,0,0,0
201804,安平港,0,0,0,0,0,0,0,0,0,0,0
201805,國際商港,1340418.25,665298.5,675119.75,344115,108706,380925.25,71012.75,424150.25,447,6884,4178
201805,基隆港,132959.25,70584.5,62374.75,65326.75,4461.75,41029.75,20729,1080,322,10,0
201805,臺中港,158364,79614.5,78749.5,55629.75,20740.75,73665.5,1888,3451,20,1766,1203
201805,高雄港,904934.5,446541.25,458393.25,182201.25,73430.25,216473.5,41299,384259.5,105,4191,2975
201805,花蓮港,0,0,0,0,0,0,0,0,0,0,0
201805,臺北港,144160.5,68558.25,75602.25,40957.25,10073.25,49756.5,7096.75,35359.75,0,917,0
201805,蘇澳港,0,0,0,0,0,0,0,0,0,0,0
201805,安平港,0,0,0,0,0,0,0,0,0,0,0
201806,國際商港,1274943.5,638493.75,636449.75,319632.5,108746,352025.5,75468,408183.5,757,6438,3693
201806,基隆港,127435,66251.5,61183.5,61466,3813.5,39121.25,21279.25,1526,222,7,0
201806,臺中港,148160.75,72912,75248.75,53847.25,15802.75,67538.75,4582,3252,9,1801,1328
201806,高雄港,864817.5,433675.5,431142,163013.75,79749,199107.75,42993.5,373767.5,526,3295,2365
201806,花蓮港,0,0,0,0,0,0,0,0,0,0,0
201806,臺北港,134530.25,65654.75,68875.5,41305.5,9380.75,46257.75,6613.25,29638,0,1335,0
201806,蘇澳港,0,0,0,0,0,0,0,0,0,0,0
201806,安平港,0,0,0,0,0,0,0,0,0,0,0
201807,國際商港,1297878,654616.75,643261.25,318708.25,108608.25,352845.75,74039.5,432838.25,416,6553,3869
201807,基隆港,124962.25,64436.25,60526,60654.75,3066.5,39374.25,20616.75,985,262,3,0
201807,臺中港,149531.75,73777.5,75754.25,55232.75,16102.75,68856.25,4555,2123,17,1601,1044
201807,高雄港,886237.5,448663,437574.5,164486.25,79736.5,199819.25,41955.5,393970,137,3308,2825
201807,花蓮港,0,0,0,0,0,0,0,0,0,0,0
201807,臺北港,137146.5,67740,69406.5,38334.5,9702.5,44796,6912.25,35760.25,0,1641,0
201807,蘇澳港,0,0,0,0,0,0,0,0,0,0,0
201807,安平港,0,0,0,0,0,0,0,0,0,0,0
201808,國際商港,1273739.75,622034.25,651705.5,304715.5,99517.25,344046.25,82461.5,432886.25,628,6323,3162
201808,基隆港,120692.5,62989.75,57702.75,58954,3197.75,38185.75,18651,1649,50,5,0
201808,臺中港,141297.25,68485,72812.25,50490.75,15103.25,65153.25,4624,3148,8,1721,1049
201808,高雄港,878544.5,428501.25,450043.25,160373,72283.25,197567.25,51613.5,390896.5,570,3128,2113
201808,花蓮港,0,0,0,0,0,0,0,0,0,0,0
201808,臺北港,133205.5,62058.25,71147.25,34897.75,8933,43140,7573,37192.75,0,1469,0
201808,蘇澳港,0,0,0,0,0,0,0,0,0,0,0
201808,安平港,0,0,0,0,0,0,0,0,0,0,0
201809,國際商港,1233540,622464.75,611075.25,303292.25,101690.5,345099.5,63611.25,409346.5,716,6446,3338
201809,基隆港,121386.25,66133.5,55252.75,60189,4692.5,37999.25,16435.5,1585,480,5,0
201809,臺中港,147189.5,70648.75,76540.75,51002.25,17115.5,71174.5,2878.25,2248,14,1676,1081
201809,高雄港,829373.5,419992,409381.5,154223.5,71125.5,190920,36785.5,370570,222,3270,2257
201809,花蓮港,0,0,0,0,0,0,0,0,0,0,0
201809,臺北港,135584.75,65684.5,69900.25,37871.5,8757,45005.75,7512,34943.5,0,1495,0
201809,蘇澳港,6,6,0,6,0,0,0,0,0,0,0
201809,安平港,0,0,0,0,0,0,0,0,0,0,0
201810,國際商港,1288605.5,646215.25,642390.25,300536.25,116322,347965.75,63319.75,450277.75,503,6560,3121
201810,基隆港,123052.5,66880,56172.5,60755,4386,37733.5,16732,3094,349,3,0
201810,臺中港,146627.5,70798.75,75828.75,47876.5,19816.25,69735,3427.75,2864,20,1833,1055
